0,0.34,0.245
0.004,0.375,0.325
0.008,0.355,0.355
0.012,0.355,0.33
0.016,0.335,0.25
0.02,0.29,0.22
0.024,0.18,0.18
0.028,0.075,0.18
0.032,-0.03,0.09
0.036,-0.115,-0.07
0.04,-0.2,-0.215
0.044,-0.295,-0.28
0.048,-0.38,-0.32
0.052,-0.455,-0.34
0.056,-0.525,-0.3
0.06,-0.575,-0.3
0.064,-0.63,-0.295
0.068,-0.68,-0.32
0.072,-0.71,-0.345
0.076,-0.675,-0.38
0.08,-0.67,-0.365
0.084,-0.655,-0.39
0.088,-0.68,-0.38
0.092,-0.695,-0.355
0.096,-0.74,-0.365
0.1,-0.73,-0.41
0.104,-0.69,-0.445
0.108,-0.64,-0.44
0.112,-0.62,-0.42
0.116,-0.595,-0.39
0.12,-0.57,-0.375
0.124,-0.555,-0.34
0.128,-0.54,-0.35
0.132,-0.51,-0.34
0.136,-0.485,-0.35
0.14,-0.45,-0.33
0.144,-0.425,-0.295
0.148,-0.44,-0.295
0.152,-0.42,-0.285
0.156,-0.425,-0.275
0.16,-0.39,-0.275
0.164,-0.355,-0.26
0.168,-0.31,-0.25
0.172,-0.22,-0.23
0.176,-0.05,-0.22
0.18,0.23,-0.18
0.184,0.58,-0.135
0.188,0.96,-0.055
0.192,1.295,0.095
0.196,1.575,0.285
0.2,1.73,0.305
0.204,1.575,0.07
0.208,1.095,-0.395
0.212,0.56,-0.995
0.216,-0.08,-1.62
0.22,-0.72,-2.1
0.224,-1.36,-2.52
0.228,-2,-2.57
0.232,-2.51,-2.24
0.236,-2.235,-1.86
0.24,-1.85,-1.585
0.244,-1.47,-1.405
0.248,-1.16,-1.21
0.252,-0.9,-0.99
0.256,-0.765,-0.785
0.26,-0.705,-0.585
0.264,-0.665,-0.405
0.268,-0.67,-0.335
0.272,-0.67,-0.335
0.276,-0.7,-0.31
0.28,-0.71,-0.285
0.284,-0.705,-0.325
0.288,-0.71,-0.275
0.292,-0.685,-0.295
0.296,-0.705,-0.29
0.3,-0.72,-0.28
0.304,-0.715,-0.275
0.308,-0.715,-0.275
0.312,-0.72,-0.25
0.316,-0.7,-0.245
0.32,-0.71,-0.23
0.324,-0.72,-0.245
0.328,-0.715,-0.235
0.332,-0.69,-0.205
0.336,-0.685,-0.195
0.34,-0.665,-0.22
0.344,-0.655,-0.18
0.348,-0.66,-0.155
0.352,-0.65,-0.14
0.356,-0.61,-0.13
0.36,-0.6,-0.095
0.364,-0.6,-0.09
0.368,-0.55,-0.06
0.372,-0.52,-0.045
0.376,-0.515,-0.04
0.38,-0.465,-0.02
0.384,-0.46,-0.01
0.388,-0.415,0.02
0.392,-0.405,0.03
0.396,-0.365,0.03
0.4,-0.335,0.045
0.404,-0.285,0.065
0.408,-0.26,0.075
0.412,-0.21,0.085
0.416,-0.18,0.085
0.42,-0.145,0.1
0.424,-0.115,0.095
0.428,-0.09,0.095
0.432,-0.065,0.115
0.436,-0.03,0.1
0.44,-0.03,0.105
0.444,-0.03,0.11
0.448,-0.06,0.1
0.452,-0.055,0.09
0.456,-0.075,0.065
0.46,-0.105,0.06
0.464,-0.13,0.035
0.468,-0.16,0.01
0.472,-0.19,0.005
0.476,-0.205,0.005
0.48,-0.24,-0.02
0.484,-0.22,-0.015
0.488,-0.24,-0.04
0.492,-0.26,-0.045
0.496,-0.27,-0.07
0.5,-0.295,-0.065
0.504,-0.315,-0.09
0.508,-0.315,-0.095
0.512,-0.32,-0.095
0.516,-0.32,-0.085
0.52,-0.33,-0.095
0.524,-0.325,-0.085
0.528,-0.355,-0.08
0.532,-0.38,-0.08
0.536,-0.38,-0.09
0.54,-0.375,-0.105
0.544,-0.365,-0.095
0.548,-0.34,-0.105
0.552,-0.28,-0.115
0.556,-0.215,-0.095
0.56,-0.105,-0.07
0.564,0.005,-0.05
0.568,0.095,0
0.572,0.18,0.08
0.576,0.235,0.18
0.58,0.29,0.22
0.584,0.32,0.29
0.588,0.27,0.39
0.592,0.205,0.475
0.596,0.095,0.54
0.6,0.005,0.52
0.604,-0.075,0.37
0.608,-0.2,0.145
0.612,-0.305,-0.025
0.616,-0.425,-0.11
0.62,-0.52,-0.13
0.624,-0.58,-0.165
0.628,-0.585,-0.145
0.632,-0.605,-0.14
0.636,-0.59,-0.18
0.64,-0.62,-0.19
0.644,-0.595,-0.19
0.648,-0.565,-0.18
0.652,-0.525,-0.215
0.656,-0.52,-0.195
0.66,-0.535,-0.19
0.664,-0.545,-0.18
0.668,-0.585,-0.185
0.672,-0.605,-0.21
0.676,-0.58,-0.23
0.68,-0.555,-0.25
0.684,-0.56,-0.22
0.688,-0.57,-0.21
0.692,-0.6,-0.185
0.696,-0.585,-0.195
0.7,-0.585,-0.21
0.704,-0.59,-0.215
0.708,-0.555,-0.225
0.712,-0.545,-0.2
0.716,-0.55,-0.185
0.72,-0.54,-0.185
0.724,-0.545,-0.18
0.728,-0.5,-0.18
0.732,-0.465,-0.175
0.736,-0.425,-0.165
0.74,-0.345,-0.155
0.744,-0.24,-0.17
0.748,-0.005,-0.145
0.752,0.365,-0.135
0.756,0.735,-0.08
0.76,1.055,0.03
0.764,1.31,0.18
0.768,1.5,0.255
0.772,1.465,0.075
0.776,1.09,-0.365
0.78,0.555,-0.91
0.784,-0.07,-1.51
0.788,-0.71,-2.07
0.792,-1.35,-2.495
0.796,-1.99,-2.63
0.8,-2.63,-2.395
0.804,-2.5,-1.975
0.808,-2.16,-1.635
0.812,-1.77,-1.385
0.816,-1.415,-1.185
0.82,-1.18,-0.995
0.824,-1.01,-0.76
0.828,-0.93,-0.565
0.832,-0.9,-0.38
0.836,-0.89,-0.28
0.84,-0.895,-0.2
0.844,-0.89,-0.16
0.848,-0.885,-0.17
0.852,-0.865,-0.15
0.856,-0.88,-0.15
0.86,-0.89,-0.115
