0,-0.265,0.075
0.004,-0.265,0.09
0.008,-0.295,0.105
0.012,-0.28,0.09
0.016,-0.3,-0.015
0.02,-0.275,-0.22
0.024,-0.25,-0.48
0.028,-0.205,-0.705
0.032,-0.175,-0.92
0.036,-0.155,-1.075
0.04,-0.145,-1.21
0.044,-0.15,-1.315
0.048,-0.17,-1.335
0.052,-0.17,-1.3
0.056,-0.185,-1.23
0.06,-0.225,-1.125
0.064,-0.275,-1.045
0.068,-0.345,-0.945
0.072,-0.395,-0.855
0.076,-0.44,-0.735
0.08,-0.425,-0.6
0.084,-0.415,-0.51
0.088,-0.425,-0.44
0.092,-0.435,-0.37
0.096,-0.455,-0.295
0.1,-0.455,-0.265
0.104,-0.46,-0.215
0.108,-0.435,-0.185
0.112,-0.39,-0.17
0.116,-0.385,-0.13
0.12,-0.39,-0.095
0.124,-0.395,-0.025
0.128,-0.4,-0.01
0.132,-0.39,0.015
0.136,-0.395,0.04
0.14,-0.375,0.06
0.144,-0.375,0.1
0.148,-0.39,0.135
0.152,-0.36,0.135
0.156,-0.37,0.16
0.16,-0.35,0.175
0.164,-0.345,0.185
0.168,-0.34,0.21
0.172,-0.33,0.21
0.176,-0.315,0.2
0.18,-0.31,0.19
0.184,-0.285,0.21
0.188,-0.27,0.22
0.192,-0.245,0.235
0.196,-0.23,0.205
0.2,-0.195,0.21
0.204,-0.175,0.22
0.208,-0.16,0.23
0.212,-0.19,0.22
0.216,-0.2,0.235
0.22,-0.15,0.245
0.224,-0.135,0.245
0.228,-0.11,0.22
0.232,-0.085,0.245
0.236,-0.06,0.26
0.24,-0.08,0.275
0.244,-0.06,0.26
0.248,-0.045,0.26
0.252,-0.03,0.27
0.256,-0.015,0.25
0.26,-0.01,0.24
0.264,-0.015,0.235
0.268,-0.01,0.235
0.272,-0.02,0.21
0.276,0.005,0.195
0.28,-0.025,0.21
0.284,-0.03,0.19
0.288,-0.055,0.17
0.292,-0.045,0.135
0.296,-0.095,0.14
0.3,-0.1,0.15
0.304,-0.155,0.11
0.308,-0.2,0.095
0.312,-0.22,0.095
0.316,-0.235,0.09
0.32,-0.235,0.075
0.324,-0.27,0.025
0.328,-0.28,0.025
0.332,-0.295,0.02
0.336,-0.325,0.03
0.34,-0.31,0
0.344,-0.355,0.005
0.348,-0.335,0
0.352,-0.385,0
0.356,-0.36,0.005
0.36,-0.38,0
0.364,-0.4,0.015
0.368,-0.39,-0.01
0.372,-0.375,-0.005
0.376,-0.375,0
0.38,-0.39,-0.015
0.384,-0.39,0
0.388,-0.38,0.01
0.392,-0.355,-0.01
0.396,-0.35,0
0.4,-0.375,0
0.404,-0.37,0.02
0.408,-0.375,0.025
0.412,-0.34,0.015
0.416,-0.315,0.005
0.42,-0.295,0.015
0.424,-0.32,0.04
0.428,-0.345,0.015
0.432,-0.355,0.03
0.436,-0.355,0.015
0.44,-0.345,0.005
0.444,-0.37,0
0.448,-0.375,0.005
0.452,-0.385,0
0.456,-0.38,-0.02
0.46,-0.38,-0.015
0.464,-0.4,-0.015
0.468,-0.4,-0.015
0.472,-0.42,0.015
0.476,-0.42,0.02
0.48,-0.43,0.025
0.484,-0.415,0
0.488,-0.415,0.01
0.492,-0.395,0.015
0.496,-0.405,0.01
0.5,-0.39,0.02
0.504,-0.415,0.025
0.508,-0.4,0
0.512,-0.385,0.03
0.516,-0.405,0.01
0.52,-0.39,0.01
0.524,-0.37,0
0.528,-0.35,0.005
0.532,-0.325,0
0.536,-0.305,0
0.54,-0.31,0.01
0.544,-0.28,-0.005
0.548,-0.275,0.025
0.552,-0.22,0.045
0.556,-0.17,0.065
0.56,-0.135,0.03
0.564,-0.115,-0.075
0.568,-0.08,-0.3
0.572,-0.055,-0.52
0.576,-0.005,-0.755
0.58,0,-0.94
0.584,0.005,-1.085
0.588,-0.01,-1.22
0.592,-0.025,-1.32
0.596,-0.06,-1.3
0.6,-0.075,-1.275
0.604,-0.115,-1.23
0.608,-0.175,-1.125
0.612,-0.25,-1.055
0.616,-0.32,-0.955
0.62,-0.375,-0.85
0.624,-0.415,-0.755
0.628,-0.405,-0.64
0.632,-0.385,-0.555
0.636,-0.405,-0.48
0.64,-0.42,-0.415
0.644,-0.445,-0.34
0.648,-0.425,-0.31
0.652,-0.42,-0.26
0.656,-0.39,-0.215
0.66,-0.39,-0.16
0.664,-0.37,-0.14
0.668,-0.39,-0.09
0.672,-0.415,-0.05
0.676,-0.42,-0.02
0.68,-0.415,0.005
0.684,-0.4,0.05
0.688,-0.375,0.065
0.692,-0.35,0.095
0.696,-0.35,0.115
0.7,-0.365,0.145
0.704,-0.37,0.165
0.708,-0.345,0.185
0.712,-0.345,0.185
0.716,-0.315,0.205
0.72,-0.315,0.215
0.724,-0.31,0.22
