0,-0.64,-0.195
0.004,-0.815,-0.2
0.008,-0.865,-0.2
0.012,-0.89,-0.19
0.016,-0.905,-0.195
0.02,-0.91,-0.18
0.024,-0.915,-0.16
0.028,-0.935,-0.18
0.032,-0.965,-0.19
0.036,-0.955,-0.175
0.04,-1,-0.18
0.044,-0.99,-0.175
0.048,-1.005,-0.19
0.052,-0.985,-0.18
0.056,-0.99,-0.2
0.06,-1.005,-0.22
0.064,-1.02,-0.185
0.068,-1.025,-0.22
0.072,-1.01,-0.205
0.076,-1.015,-0.195
0.08,-1.04,-0.21
0.084,-1.03,-0.185
0.088,-1.025,-0.205
0.092,-1.02,-0.205
0.096,-1.025,-0.2
0.1,-1.01,-0.19
0.104,-1.005,-0.195
0.108,-1.01,-0.19
0.112,-1.025,-0.2
0.116,-1.06,-0.185
0.12,-1.095,-0.205
0.124,-1.135,-0.18
0.128,-1.16,-0.16
0.132,-1.155,-0.15
0.136,-1.15,-0.135
0.14,-1.14,-0.125
0.144,-1.14,-0.14
0.148,-1.175,-0.12
0.152,-1.24,-0.075
0.156,-1.35,0.03
0.16,-1.42,0.055
0.164,-1.47,0.055
0.168,-1.45,-0.105
0.172,-1.355,-0.355
0.176,-1.22,-0.605
0.18,-1.055,-0.815
0.184,-0.925,-1.03
0.188,-0.775,-1.22
0.192,-0.665,-1.37
0.196,-0.605,-1.485
0.2,-0.67,-1.555
0.204,-0.79,-1.425
0.208,-0.925,-1.195
0.212,-0.995,-0.915
0.216,-1.04,-0.62
0.22,-1.065,-0.45
0.224,-1.035,-0.35
0.228,-1,-0.29
0.232,-1.015,-0.23
0.236,-1.025,-0.195
0.24,-1.04,-0.16
0.244,-1.035,-0.14
0.248,-1.005,-0.15
0.252,-1.005,-0.11
0.256,-0.99,-0.075
0.26,-0.98,-0.09
0.264,-0.96,-0.13
0.268,-0.945,-0.155
0.272,-0.92,-0.15
0.276,-0.935,-0.14
0.28,-0.945,-0.145
0.284,-0.96,-0.14
0.288,-0.935,-0.13
0.292,-0.925,-0.14
0.296,-0.925,-0.13
0.3,-0.92,-0.12
0.304,-0.895,-0.11
0.308,-0.9,-0.12
0.312,-0.9,-0.105
0.316,-0.89,-0.11
0.32,-0.915,-0.105
0.324,-0.91,-0.11
0.328,-0.885,-0.09
0.332,-0.88,-0.075
0.336,-0.88,-0.065
0.34,-0.86,-0.055
0.344,-0.85,-0.055
0.348,-0.865,-0.075
0.352,-0.875,-0.05
0.356,-0.865,-0.06
0.36,-0.885,-0.04
0.364,-0.885,-0.025
0.368,-0.87,-0.04
